Prow	Ppos	Dia_20	Gkva_10	Gkva_20	Hjd_20	Hjd_3	Host_10	Klyk_10	Klyk_20	Lev_3	Planta	Rad	Rak_10	Rak_20	Ruta	Sortnr	Vit_20	Vit_3	Origin	Trial
20	38	8.3	5	5	15.6	107	1	0	2	1	3	5	3	5	41	5	3	3	Finland	F628
20	39	7.3	5	5	13.4	98	1	0	2	1	4	5	3	5	41	5	2	3	Finland	F628
20	40	10.6	5	5	17.3	94	2	0	0	1	5	5	3	5	41	5	3	3	Finland	F628
21	36	15.7	5	5	19.4	145	3	0	0	1	1	1	3	5	42	2	3	3	Finland	F628
21	37	17.2	5	5	19.8	137	4	0	0	1	2	1	3	5	42	2	3	3	Finland	F628
21	38	11.2	5	5	19.2	158	4	0	1	1	3	1	3	5	42	2	3	3	Finland	F628
21	39	16.4	3	5	19.8	114	4	0	1	1	4	1	3	5	42	2	3	3	Finland	F628
21	40	NA	NA	NA	NA	70	NA	NA	NA	1	5	1	NA	NA	42	2	0	2	Finland	F628
22	36	NA	5	NA	NA	131	3	0	NA	1	1	2	3	NA	42	2	0	3	Finland	F628
22	37	12	5	5	17.9	136	4	1	1	1	2	2	3	5	42	2	3	3	Finland	F628
22	38	13.1	5	5	18.2	158	4	0	0	1	3	2	3	5	42	2	3	3	Finland	F628
22	39	11	5	5	16.9	128	3	0	0	1	4	2	3	5	42	2	3	3	Finland	F628
22	40	14.4	5	5	17.9	133	4	0	0	1	5	2	3	5	42	2	3	3	Finland	F628
23	36	16	5	5	19.5	169	5	0	0	1	1	3	3	5	42	2	3	3	Finland	F628
23	37	12.7	5	5	18.7	156	4	1	0	1	2	3	3	5	42	2	3	3	Finland	F628
23	38	10.7	5	5	16.5	185	3	0	0	1	3	3	3	5	42	2	3	3	Finland	F628
23	39	NA	NA	NA	NA	NA	NA	NA	NA	0	4	3	NA	NA	42	2	0	0	Finland	F628
23	40	17.6	5	5	18.1	158	3	0	0	1	5	3	3	5	42	2	3	3	Finland	F628
24	36	9	5	5	14.7	119	5	0	0	1	1	4	3	5	42	2	3	3	Finland	F628
24	37	13.5	5	5	18.3	169	4	0	0	1	2	4	4	5	42	2	3	3	Finland	F628
24	38	17	5	5	20.3	180	5	0	0	1	3	4	2	5	42	2	3	3	Finland	F628
24	39	14.5	5	5	18.1	106	4	0	0	1	4	4	2	5	42	2	3	3	Finland	F628
24	40	13.4	5	5	16.8	125	4	0	0	1	5	4	3	5	42	2	3	3	Finland	F628
25	36	18.9	3	5	18.9	186	3	1	1	1	1	5	4	5	42	2	3	3	Finland	F628
25	37	NA	5	NA	NA	125	1	1	NA	1	2	5	3	NA	42	2	0	3	Finland	F628
25	38	13.3	3	5	16.1	190	4	1	0	1	3	5	3	5	42	2	3	3	Finland	F628
25	39	14.1	5	5	17.5	135	3	0	0	1	4	5	4	5	42	2	3	3	Finland	F628
25	40	10.1	5	5	15.6	67	4	0	0	1	5	5	3	5	42	2	3	2	Finland	F628
26	36	14.5	5	5	18.3	85	4	0	0	1	1	1	4	3	43	128	3	3	Sweden	F628
26	37	NA	5	NA	NA	115	1	1	NA	1	2	1	4	NA	43	120	0	3	Sweden	F628
26	38	15.4	5	5	16.6	127	4	0	1	1	3	1	2	5	43	126	3	3	Sweden	F628
26	39	6.6	5	5	11.3	99	4	0	0	1	4	1	3	5	43	127	3	3	Sweden	F628
26	40	9.9	5	5	14.4	151	1	0	0	1	5	1	3	5	43	129	3	3	Sweden	F628
27	36	13.1	5	5	17	135	5	0	1	1	1	2	3	5	43	121	3	3	Sweden	F628
27	37	11.4	7	5	15.7	87	2	0	0	1	2	2	3	5	43	120	3	3	Sweden	F628
27	38	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	NA	NA	43	125	0	0	Sweden	F628
27	39	6	5	5	12.5	95	3	0	0	1	4	2	3	5	43	122	3	3	Sweden	F628
27	40	8	5	5	12.5	91	3	0	0	1	5	2	3	5	43	120	3	3	Sweden	F628
28	36	2.9	3	5	8.1	27	5	0	1	1	1	3	4	5	43	125	2	2	Sweden	F628
28	37	15.6	5	5	17.1	138	3	0	0	1	2	3	3	5	43	123	3	3	Sweden	F628
28	38	14.3	3	5	16.3	154	3	2	2	1	3	3	3	5	43	121	3	3	Sweden	F628
28	39	12.7	5	5	16.4	127	4	1	1	1	4	3	3	5	43	124	3	3	Sweden	F628
28	40	NA	NA	NA	NA	20	NA	NA	NA	1	5	3	NA	NA	43	122	0	2	Sweden	F628
29	36	12.8	5	5	15.9	105	5	0	0	1	1	4	3	5	43	126	3	3	Sweden	F628
29	37	13.9	5	5	16.4	127	5	0	0	1	2	4	3	5	43	127	3	3	Sweden	F628
29	38	9.3	5	5	12.7	130	3	0	1	1	3	4	4	5	43	125	3	3	Sweden	F628
29	39	7.3	5	5	12.6	120	2	0	0	1	4	4	2	5	43	126	3	3	Sweden	F628
29	40	14.3	5	5	16.4	99	2	1	1	1	5	4	4	5	43	128	3	3	Sweden	F628
30	36	NA	5	NA	NA	68	3	0	NA	1	1	5	4	NA	43	125	0	2	Sweden	F628
30	37	11.8	3	5	15	126	3	0	1	1	2	5	3	5	43	123	3	3	Sweden	F628
30	38	NA	NA	NA	NA	110	1	NA	NA	1	3	5	NA	NA	43	129	0	3	Sweden	F628
30	39	12	5	5	15.2	103	3	0	0	1	4	5	4	5	43	123	3	3	Sweden	F628
30	40	11.9	5	5	14.9	100	4	0	0	1	5	5	4	3	43	121	3	3	Sweden	F628
6	41	12.7	5	5	17.2	148	4	0	0	1	1	1	3	5	44	8	3	3	Sweden	F628
6	42	11.3	5	5	16.7	136	5	0	0	1	2	1	3	5	44	8	3	3	Sweden	F628
6	43	13.4	5	5	15.9	128	4	0	0	1	3	1	3	5	44	8	3	3	Sweden	F628
6	44	12.2	3	5	15.3	140	4	0	1	1	4	1	4	5	44	8	3	3	Sweden	F628
6	45	12.9	3	5	16.2	120	3	1	2	1	5	1	4	4	44	8	3	3	Sweden	F628
7	41	10.7	5	5	17.1	125	4	0	0	1	1	2	3	5	44	8	3	3	Sweden	F628
7	42	17.1	5	5	19.4	183	5	0	0	1	2	2	3	5	44	8	3	3	Sweden	F628
7	43	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	NA	NA	44	8	0	0	Sweden	F628
7	44	11	5	5	15.6	121	3	1	0	1	4	2	4	5	44	8	3	3	Sweden	F628
7	45	9.3	5	5	14.9	128	3	0	1	1	5	2	4	5	44	8	3	3	Sweden	F628
8	41	8.7	5	5	14.2	140	4	0	0	1	1	3	3	5	44	8	3	3	Sweden	F628
8	42	9.4	5	5	14.2	137	4	0	0	1	2	3	3	5	44	8	3	3	Sweden	F628
8	43	12.5	5	5	16	126	3	0	1	1	3	3	3	5	44	8	3	3	Sweden	F628
8	44	11.9	5	5	16	147	3	0	0	1	4	3	4	5	44	8	3	3	Sweden	F628
8	45	NA	NA	NA	NA	77	2	NA	NA	1	5	3	NA	NA	44	8	0	3	Sweden	F628
9	41	12.9	5	5	16.7	134	2	0	0	1	1	4	4	5	44	8	3	3	Sweden	F628
9	42	13.8	5	5	16.2	139	3	0	0	1	2	4	3	5	44	8	3	3	Sweden	F628
9	43	13.3	5	5	17.7	137	5	1	1	1	3	4	4	5	44	8	3	3	Sweden	F628
9	44	12.2	3	5	16.7	128	5	0	0	1	4	4	4	5	44	8	3	3	Sweden	F628
9	45	11.5	5	5	15.7	81	3	0	0	1	5	4	4	5	44	8	3	3	Sweden	F628
10	41	NA	NA	NA	NA	71	3	NA	NA	1	1	5	NA	NA	44	8	0	3	Sweden	F628
10	42	13.2	5	5	18.4	89	3	1	0	1	2	5	3	3	44	8	3	3	Sweden	F628
10	43	11.1	5	5	16	84	4	0	0	1	3	5	3	5	44	8	3	3	Sweden	F628
10	44	8	5	5	14.3	104	3	0	0	1	4	5	4	5	44	8	3	3	Sweden	F628
10	45	NA	NA	NA	NA	NA	NA	NA	NA	0	5	5	NA	NA	44	8	0	0	Sweden	F628
11	41	7.7	5	5	12.9	79	2	0	1	1	1	1	3	5	45	9	3	3	Sweden	F628
11	42	11.7	5	5	16.3	124	5	0	0	1	2	1	2	5	45	9	3	3	Sweden	F628
11	43	11.7	5	5	16.8	118	4	0	0	1	3	1	3	5	45	9	3	3	Sweden	F628
11	44	12.3	3	5	15.9	143	4	0	2	1	4	1	2	5	45	9	3	3	Sweden	F628
11	45	12.6	5	5	18.7	150	3	0	0	1	5	1	3	5	45	9	3	3	Sweden	F628
12	41	NA	5	NA	NA	105	1	0	NA	1	1	2	3	NA	45	9	0	3	Sweden	F628
12	42	8.1	5	5	13.8	133	2	0	0	1	2	2	3	5	45	9	3	3	Sweden	F628
12	43	8	3	5	14.3	85	4	0	1	1	3	2	4	5	45	9	3	3	Sweden	F628
12	44	6.2	5	5	11.2	104	1	0	0	1	4	2	3	5	45	9	3	3	Sweden	F628
12	45	15	5	5	15.8	103	4	0	0	1	5	2	3	5	45	9	3	3	Sweden	F628
13	41	9.9	5	5	15.9	96	3	0	1	1	1	3	3	5	45	9	3	3	Sweden	F628
13	42	NA	5	NA	NA	79	1	0	NA	1	2	3	2	NA	45	9	0	3	Sweden	F628
13	43	7.2	7	5	12.3	87	3	0	0	1	3	3	2	5	45	9	3	3	Sweden	F628
13	44	12.6	5	5	16.6	121	4	0	1	1	4	3	3	5	45	9	3	3	Sweden	F628
13	45	3.2	NA	5	5.9	73	2	NA	1	1	5	3	NA	5	45	15	2	3	Sweden	F628
14	41	7	5	5	13.5	89	3	0	1	1	1	4	3	5	45	15	3	2	Sweden	F628
14	42	10.4	3	5	15.4	143	2	1	2	1	2	4	4	5	45	15	3	3	Sweden	F628
14	43	3.7	7	5	8.4	88	1	0	1	1	3	4	4	5	45	15	3	3	Sweden	F628
14	44	5.8	5	5	8.9	14	3	0	2	1	4	4	4	5	45	15	3	1	Sweden	F628
14	45	10.6	5	5	13.8	124	3	1	1	1	5	4	3	5	45	15	3	3	Sweden	F628
15	41	5.9	5	5	10.4	141	1	1	2	1	1	5	4	5	45	15	3	3	Sweden	F628
15	42	8.4	5	5	14.8	131	4	0	0	1	2	5	4	5	45	15	3	3	Sweden	F628
15	43	9.6	3	5	13.2	173	3	1	2	1	3	5	4	5	45	15	3	3	Sweden	F628
15	44	9.8	3	5	13.7	135	4	1	2	1	4	5	4	5	45	15	3	3	Sweden	F628
15	45	7.6	3	5	11.1	127	4	1	2	1	5	5	4	5	45	15	3	3	Sweden	F628
16	41	17.3	5	5	17.8	142	5	0	0	1	1	1	2	5	46	115	3	3	Sweden	F628
16	42	13.3	5	5	16.7	112	5	0	0	1	2	1	4	5	46	110	3	3	Sweden	F628
16	43	9.9	5	5	14.4	128	5	0	1	1	3	1	2	5	46	119	3	3	Sweden	F628
16	44	13.4	5	5	16.8	172	5	0	1	1	4	1	3	5	46	113	3	3	Sweden	F628
16	45	11.8	3	5	13.7	146	5	1	1	1	5	1	4	5	46	117	3	3	Sweden	F628
17	41	13.3	5	5	17.7	143	3	0	0	1	1	2	4	5	46	113	3	3	Sweden	F628
17	42	NA	NA	NA	NA	NA	NA	NA	NA	0	2	2	NA	NA	46	111	0	0	Sweden	F628
17	43	11	5	5	16.3	114	5	0	0	1	3	2	3	5	46	113	3	3	Sweden	F628
17	44	12.9	3	5	15.9	133	4	1	1	1	4	2	4	5	46	115	3	3	Sweden	F628
17	45	11.4	5	5	16.2	87	5	0	0	1	5	2	3	5	46	118	3	3	Sweden	F628
18	41	14.3	5	5	15.8	160	4	0	0	1	1	3	3	5	46	112	3	3	Sweden	F628
18	42	10.8	5	5	15.6	173	3	0	0	1	2	3	2	5	46	118	3	3	Sweden	F628
18	43	14.8	5	5	17.6	141	5	0	0	1	3	3	3	5	46	110	3	3	Sweden	F628
18	44	15.8	3	5	17.8	180	5	0	0	1	4	3	3	5	46	117	3	3	Sweden	F628
18	45	NA	3	NA	NA	118	5	0	NA	1	5	3	4	NA	46	119	0	3	Sweden	F628
19	41	NA	NA	NA	NA	NA	NA	NA	NA	0	1	4	NA	NA	46	116	0	0	Sweden	F628
19	42	12.3	5	5	16.5	122	5	0	0	1	2	4	3	5	46	113	3	3	Sweden	F628
19	43	16.9	5	5	18.3	153	4	0	0	1	3	4	3	5	46	116	3	3	Sweden	F628
19	44	NA	3	NA	NA	138	3	1	NA	1	4	4	4	NA	46	116	0	3	Sweden	F628
19	45	NA	NA	NA	NA	85	NA	NA	NA	1	5	4	NA	NA	46	117	0	2	Sweden	F628
20	41	18	5	5	18.1	164	4	1	1	1	1	5	3	5	46	119	3	3	Sweden	F628
20	42	12.3	5	5	18.7	86	3	0	0	1	2	5	3	5	46	111	3	2	Sweden	F628
20	43	NA	NA	NA	NA	NA	NA	NA	NA	0	3	5	NA	NA	46	110	0	0	Sweden	F628
20	44	15.3	5	5	17.1	105	5	0	0	1	4	5	4	5	46	114	3	3	Sweden	F628
20	45	17	5	5	18.2	174	3	0	0	1	5	5	3	5	46	115	3	3	Sweden	F628
21	41	8.8	5	5	13.6	120	1	0	1	1	1	1	3	5	47	137	3	3	Sweden	F628
21	42	7.7	5	5	12.1	123	1	1	1	1	2	1	3	5	47	136	3	3	Sweden	F628
21	43	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	NA	NA	47	138	0	0	Sweden	F628
21	44	9.3	5	5	15.4	126	2	0	0	1	4	1	3	5	47	131	3	3	Sweden	F628
21	45	NA	7	NA	NA	98	1	0	NA	1	5	1	2	NA	47	132	0	3	Sweden	F628
22	41	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	NA	NA	47	131	0	0	Sweden	F628
22	42	6.1	7	5	11.9	77	1	0	0	1	2	2	1	5	47	132	3	3	Sweden	F628
22	43	9.1	5	5	12	150	1	1	0	1	3	2	3	5	47	134	3	3	Sweden	F628
22	44	9.8	7	5	14.3	105	3	0	0	1	4	2	3	5	47	139	3	3	Sweden	F628
22	45	9	5	5	13.9	107	2	1	0	1	5	2	3	5	47	139	3	3	Sweden	F628
23	41	NA	5	NA	NA	71	1	0	NA	1	1	3	3	NA	47	135	0	3	Sweden	F628
23	42	NA	NA	NA	NA	NA	NA	NA	NA	0	2	3	NA	NA	47	131	0	0	Sweden	F628
23	43	7.4	5	5	11	13	1	0	1	1	3	3	3	5	47	130	3	3	Sweden	F628
23	44	9.8	5	5	14.2	118	3	0	1	1	4	3	3	5	47	139	3	3	Sweden	F628
23	45	7.8	7	5	13.2	75	2	0	0	1	5	3	3	5	47	133	3	3	Sweden	F628
24	41	8.2	5	5	13.1	98	1	0	0	1	1	4	3	5	47	134	3	3	Sweden	F628
24	42	7	3	5	11.8	82	1	0	3	1	2	4	3	5	47	133	3	3	Sweden	F628
24	43	11	3	5	14.4	115	1	1	1	1	3	4	3	5	47	137	3	3	Sweden	F628
24	44	6.6	3	5	11.2	90	1	0	1	1	4	4	4	5	47	137	2	3	Sweden	F628
24	45	7.7	3	5	11.5	117	1	0	0	1	5	4	3	5	47	133	3	3	Sweden	F628
25	41	9.1	5	5	14	99	2	1	1	1	1	5	3	5	47	138	3	3	Sweden	F628
25	42	15.2	3	5	15.4	98	2	0	1	1	2	5	4	5	47	136	3	3	Sweden	F628
25	43	NA	5	NA	NA	111	1	0	NA	1	3	5	3	NA	47	130	0	3	Sweden	F628
25	44	6.9	3	5	11.3	92	1	0	0	1	4	5	3	5	47	136	3	3	Sweden	F628
25	45	4.9	5	5	9.1	61	1	0	0	1	5	5	4	5	47	134	2	3	Sweden	F628
26	41	10.7	5	5	14.9	120	3	0	1	1	1	1	3	5	48	144	3	3	Sweden	F628
26	42	15.7	5	5	16.7	130	4	0	1	1	2	1	3	5	48	147	3	3	Sweden	F628
26	43	NA	NA	NA	NA	60	NA	NA	NA	1	3	1	NA	NA	48	149	0	2	Sweden	F628
26	44	12.1	5	5	16.2	84	5	0	2	1	4	1	3	5	48	140	3	3	Sweden	F628
26	45	11.9	5	5	13.5	123	5	0	1	1	5	1	4	5	48	147	3	3	Sweden	F628
27	41	11.5	3	5	14.9	102	5	0	0	1	1	2	3	5	48	147	3	3	Sweden	F628
27	42	6.9	3	5	10.8	71	4	0	0	1	2	2	3	5	48	149	3	2	Sweden	F628
27	43	12.8	3	5	14	152	5	0	1	1	3	2	3	5	48	147	3	3	Sweden	F628
27	44	7.6	3	5	10.6	103	3	0	1	1	4	2	4	5	48	145	3	3	Sweden	F628
27	45	9.6	5	5	11.6	112	4	0	2	1	5	2	3	5	48	142	3	3	Sweden	F628
28	41	8.5	3	5	11.7	84	4	1	2	1	1	3	3	5	48	143	3	3	Sweden	F628
28	42	8.6	5	5	12.5	116	4	0	0	1	2	3	3	5	48	143	3	3	Sweden	F628
28	43	6.5	5	5	9.9	64	3	0	1	1	3	3	4	5	48	144	3	3	Sweden	F628
28	44	11.7	3	5	14.5	149	5	1	1	1	4	3	4	5	48	146	3	3	Sweden	F628
28	45	9.3	5	5	13.6	105	5	0	0	1	5	3	3	5	48	143	3	3	Sweden	F628
29	41	8.8	5	5	10.9	102	5	0	2	1	1	4	4	5	48	145	3	3	Sweden	F628
29	42	8.5	3	5	12.2	133	4	1	2	1	2	4	3	5	48	146	3	3	Sweden	F628
29	43	9.9	5	5	13.7	113	5	0	0	1	3	4	3	5	48	146	3	3	Sweden	F628
29	44	7.1	3	5	9.2	75	5	0	3	1	4	4	3	5	48	140	3	2	Sweden	F628
29	45	11.6	5	5	15.2	110	5	0	0	1	5	4	4	4	48	149	3	3	Sweden	F628
30	41	NA	NA	NA	NA	104	4	NA	NA	1	1	5	NA	NA	48	140	0	3	Sweden	F628
30	42	12.6	5	5	13	122	4	2	2	1	2	5	4	5	48	144	3	3	Sweden	F628
30	43	14.1	5	5	14.2	143	4	0	0	1	3	5	3	5	48	148	3	3	Sweden	F628
30	44	NA	NA	NA	NA	NA	NA	NA	NA	0	4	5	NA	NA	48	143	0	0	Sweden	F628
30	45	13.8	5	5	14.7	145	3	1	0	1	5	5	4	5	48	142	3	3	Sweden	F628
11	46	7.1	3	5	11.2	105	1	0	2	1	1	1	3	5	49	137	3	3	Sweden	F628
11	47	8.7	3	5	12.2	121	1	1	2	1	2	1	3	5	49	137	3	3	Sweden	F628
11	48	11.7	3	5	15.3	125	1	1	1	1	3	1	4	5	49	131	3	3	Sweden	F628
11	49	NA	5	NA	NA	47	1	0	NA	1	4	1	3	NA	49	132	0	3	Sweden	F628
11	50	7.3	5	5	11.8	95	1	0	1	1	5	1	3	5	49	132	3	3	Sweden	F628
12	46	7.6	5	5	13.6	62	1	0	1	1	1	2	3	5	49	134	3	3	Sweden	F628
12	47	5.7	7	5	9.2	73	1	0	1	1	2	2	3	5	49	133	3	3	Sweden	F628
12	48	10.6	1	5	13.4	119	1	1	1	1	3	2	3	5	49	137	3	3	Sweden	F628
12	49	11.4	3	5	14.7	125	1	0	1	1	4	2	3	5	49	132	3	3	Sweden	F628
12	50	15.6	3	5	16.4	133	1	0	0	1	5	2	3	5	49	134	3	3	Sweden	F628
13	46	6.7	5	5	10.9	88	1	0	1	1	1	3	3	5	49	135	3	3	Sweden	F628
13	47	10.7	3	5	14.3	80	1	0	0	1	2	3	3	5	49	138	3	3	Sweden	F628
13	48	11.5	5	5	14.3	140	1	0	1	1	3	3	4	5	49	133	3	3	Sweden	F628
13	49	9.9	5	5	14	89	1	0	0	1	4	3	3	5	49	136	3	3	Sweden	F628
13	50	NA	NA	NA	NA	50	NA	NA	NA	1	5	3	NA	NA	49	139	0	2	Sweden	F628
14	46	7.1	5	5	11.7	80	1	1	1	1	1	4	3	5	49	138	3	3	Sweden	F628
14	47	NA	3	NA	NA	82	1	0	NA	1	2	4	4	NA	49	136	0	3	Sweden	F628
14	48	12.1	5	5	14.9	132	3	0	0	1	3	4	3	5	49	139	3	3	Sweden	F628
14	49	9.9	7	5	14.9	121	1	0	0	1	4	4	3	5	49	138	3	3	Sweden	F628
14	50	13.7	5	5	14.9	105	3	0	0	1	5	4	4	5	49	131	3	3	Sweden	F628
15	46	9.9	5	5	13	97	1	0	0	1	1	5	3	5	49	132	3	3	Sweden	F628
15	47	9.5	7	5	13.2	108	2	0	0	1	2	5	3	5	49	130	3	3	Sweden	F628
15	48	10.1	5	5	16.5	112	3	0	0	1	3	5	3	5	49	135	3	3	Sweden	F628
15	49	9.9	5	5	13.3	105	2	0	0	1	4	5	3	5	49	130	3	3	Sweden	F628
15	50	NA	5	NA	NA	38	1	0	NA	1	5	5	4	NA	49	135	0	3	Sweden	F628
16	46	11.1	5	5	15.7	114	4	0	0	1	1	1	4	5	50	7	3	3	Sweden	F628
16	47	13	5	5	17	124	2	0	0	1	2	1	3	5	50	7	3	3	Sweden	F628
16	48	15.5	5	5	18.1	138	3	0	0	1	3	1	3	5	50	7	3	3	Sweden	F628
16	49	NA	NA	NA	NA	87	NA	NA	NA	1	4	1	NA	NA	50	7	0	3	Sweden	F628
16	50	17.7	3	5	17.2	131	4	1	0	1	5	1	4	5	50	7	3	3	Sweden	F628
17	46	15.7	5	5	17.7	119	3	0	0	1	1	2	3	5	50	7	3	3	Sweden	F628
17	47	NA	NA	NA	NA	NA	NA	NA	NA	0	2	2	NA	NA	50	7	0	0	Sweden	F628
17	48	NA	NA	NA	NA	55	NA	NA	NA	1	3	2	NA	NA	50	7	0	2	Sweden	F628
17	49	14.7	5	5	17.2	122	4	0	0	1	4	2	3	5	50	7	3	3	Sweden	F628
17	50	16.8	5	5	17.5	140	4	0	1	1	5	2	4	5	50	7	3	3	Sweden	F628
18	46	NA	NA	NA	NA	105	NA	NA	NA	1	1	3	NA	NA	50	7	0	3	Sweden	F628
18	47	10.5	5	5	15.4	92	2	0	0	1	2	3	4	3	50	7	3	3	Sweden	F628
18	48	10.5	5	5	15.1	108	4	0	0	1	3	3	4	3	50	7	3	3	Sweden	F628
18	49	NA	NA	NA	NA	101	NA	NA	NA	1	4	3	NA	NA	50	7	0	3	Sweden	F628
18	50	NA	NA	NA	NA	100	NA	NA	NA	1	5	3	NA	NA	50	7	0	3	Sweden	F628
19	46	10.8	5	5	16.8	95	4	0	0	1	1	4	2	5	50	7	3	3	Sweden	F628
19	47	NA	NA	NA	NA	81	NA	NA	NA	1	2	4	NA	NA	50	7	0	3	Sweden	F628
19	48	14	5	5	18.1	130	4	0	0	1	3	4	3	3	50	7	3	3	Sweden	F628
19	49	NA	NA	NA	NA	NA	NA	NA	NA	0	4	4	NA	NA	50	7	0	0	Sweden	F628
19	50	NA	NA	NA	NA	NA	NA	NA	NA	0	5	4	NA	NA	50	7	0	0	Sweden	F628
20	46	6.2	5	5	11.1	89	3	1	1	1	1	5	5	5	50	7	2	3	Sweden	F628
20	47	NA	NA	NA	NA	73	NA	NA	NA	1	2	5	NA	NA	50	7	0	2	Sweden	F628
20	48	18.2	3	5	18.7	130	4	0	1	1	3	5	3	5	50	7	3	3	Sweden	F628
20	49	9	5	5	15	72	3	0	3	1	4	5	4	5	50	7	3	2	Sweden	F628
20	50	NA	NA	NA	NA	NA	NA	NA	NA	0	5	5	NA	NA	50	7	0	0	Sweden	F628
21	46	13	5	5	19.3	103	3	0	0	1	1	1	3	5	51	1	3	3	Finland	F628
21	47	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	NA	NA	51	1	0	0	Finland	F628
21	48	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	NA	NA	51	1	0	0	Finland	F628
21	49	8.6	5	5	13.4	79	3	1	2	1	4	1	4	5	51	1	3	2	Finland	F628
21	50	11.5	5	5	16.7	110	3	1	0	1	5	1	4	5	51	1	3	3	Finland	F628
22	46	13.4	5	5	16.6	132	3	0	1	1	1	2	3	5	51	1	3	3	Finland	F628
22	47	14.7	3	5	19.7	154	4	1	1	1	2	2	4	5	51	1	3	3	Finland	F628
22	48	14.6	5	5	19.4	145	4	1	0	1	3	2	4	5	51	1	3	3	Finland	F628
22	49	13.6	5	5	17.3	103	3	2	0	1	4	2	4	5	51	1	3	3	Finland	F628
22	50	6.8	5	5	14	71	3	0	2	1	5	2	3	5	51	1	3	3	Finland	F628
23	46	16.6	5	5	20.4	155	4	0	1	1	1	3	3	5	51	1	3	3	Finland	F628
23	47	13	7	5	18.8	160	2	0	0	1	2	3	3	5	51	1	3	3	Finland	F628
23	48	12.5	5	5	18.7	129	5	0	0	1	3	3	2	5	51	1	3	3	Finland	F628
23	49	13.4	5	5	19.9	121	5	1	1	1	4	3	3	5	51	1	3	3	Finland	F628
23	50	10.7	5	5	17.8	107	4	1	2	1	5	3	4	5	51	1	3	3	Finland	F628
24	46	16	5	5	19.4	141	5	1	1	1	1	4	3	5	51	1	3	3	Finland	F628
24	47	NA	NA	NA	NA	40	1	NA	NA	1	2	4	NA	NA	51	1	0	3	Finland	F628
24	48	13.4	7	5	18.5	130	4	0	0	1	3	4	2	5	51	1	3	3	Finland	F628
24	49	NA	NA	NA	NA	NA	NA	NA	NA	0	4	4	NA	NA	51	1	0	0	Finland	F628
24	50	19	3	5	19.9	139	4	0	0	1	5	4	3	5	51	1	3	3	Finland	F628
25	46	11.6	7	5	14.8	106	4	0	1	1	1	5	2	5	51	1	3	3	Finland	F628
25	47	13.6	5	5	18.3	145	4	0	0	1	2	5	3	5	51	1	3	3	Finland	F628
25	48	14.1	3	5	17.8	152	4	0	1	1	3	5	3	5	51	1	3	3	Finland	F628
25	49	NA	NA	NA	NA	NA	NA	NA	NA	0	4	5	NA	NA	51	1	0	0	Finland	F628
25	50	NA	5	NA	NA	39	5	0	NA	1	5	5	4	NA	51	1	0	3	Finland	F628
26	46	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	NA	NA	52	3	0	0	Finland	F628
26	47	9.5	5	5	15.4	93	5	0	1	1	2	1	2	5	52	3	3	3	Finland	F628
26	48	11.6	3	5	16.1	136	3	1	1	1	3	1	4	5	52	3	3	3	Finland	F628
26	49	14	5	5	17.7	108	4	0	0	1	4	1	3	5	52	3	3	3	Finland	F628
26	50	12	5	5	17.2	116	2	0	0	1	5	1	3	5	52	3	3	3	Finland	F628
27	46	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	NA	NA	52	3	0	0	Finland	F628
27	47	14.8	5	5	17.2	112	5	0	0	1	2	2	3	5	52	3	3	3	Finland	F628
27	48	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	NA	NA	52	3	0	0	Finland	F628
27	49	NA	NA	NA	NA	135	2	NA	NA	1	4	2	NA	NA	52	3	0	3	Finland	F628
27	50	11.9	5	5	17.3	120	5	0	0	1	5	2	3	8	52	3	3	3	Finland	F628
28	46	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	NA	NA	52	3	0	0	Finland	F628
28	47	9.9	5	5	14.1	103	3	0	1	1	2	3	3	5	52	3	3	3	Finland	F628
28	48	11.3	5	5	16.7	128	4	0	0	1	3	3	3	5	52	3	3	3	Finland	F628
28	49	10.1	5	5	16.3	121	5	0	0	1	4	3	3	5	52	3	3	3	Finland	F628
28	50	12.6	5	5	16.4	131	5	0	0	1	5	3	2	5	52	3	3	3	Finland	F628
29	46	10.2	5	5	14.3	70	3	0	0	1	1	4	3	5	52	3	3	3	Finland	F628
29	47	9.4	5	5	14.8	111	4	0	0	1	2	4	2	5	52	3	3	3	Finland	F628
29	48	12.3	5	5	16.7	90	5	0	1	1	3	4	2	5	52	3	3	3	Finland	F628
29	49	8.5	5	5	15	103	4	0	1	1	4	4	2	5	52	3	3	3	Finland	F628
29	50	7.6	5	5	12.6	139	3	0	0	1	5	4	3	5	52	3	3	3	Finland	F628
30	46	8.7	5	5	12.2	122	5	0	1	1	1	5	2	5	52	3	3	3	Finland	F628
30	47	13.1	5	5	16.6	115	5	1	2	1	2	5	3	5	52	3	3	3	Finland	F628
30	48	14.8	5	5	17.8	118	5	0	0	1	3	5	3	5	52	3	3	3	Finland	F628
